Rok,IČO,Název IČO,IČZ,Název IČZ,IČP,Název IČP,"Kód nasmlouvané odbornosti",Název odbornosti,Typ nasmlouvané odbornosti,"Kód ZP",Parametr,"Hodnota 2023"
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003112,Interna I.,2F9,akutní LP neurologie - typ F,V,111,Počet lůžek,35
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003112,Interna I.,2F9,akutní LP neurologie - typ F,V,111,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003112,Interna I.,1H1,akutní LP vnitřního lékařství - interny - typ H,V,205,Počet lůžek,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003112,Interna I.,1H1,akutní LP vnitřního lékařství - interny - typ H,V,205,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003112,Interna I.,1F1,akutní LP vnitřního lékařství - interny - typ F,,213,Počet lůžek,35
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003112,Interna I.,1F1,akutní LP vnitřního lékařství - interny - typ F,,213,Počet OD,69
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003112,Interna I.,1F1,akutní LP vnitřního lékařství - interny - typ F,,211,Počet lůžek,35
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003112,Interna I.,1F1,akutní LP vnitřního lékařství - interny - typ F,,211,Počet OD,626
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003112,Interna I.,1F1,akutní LP vnitřního lékařství - interny - typ F,,209,Počet OD,1
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003112,Interna I.,1F1,akutní LP vnitřního lékařství - interny - typ F,,205,Počet OD,82
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003112,Interna I.,1F1,akutní LP vnitřního lékařství - interny - typ F,H,207,Počet lůžek,45
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003112,Interna I.,1F1,akutní LP vnitřního lékařství - interny - typ F,H,207,Počet OD,"1,137"
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003112,Interna I.,1F1,akutní LP vnitřního lékařství - interny - typ F,H,201,Počet lůžek,35
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003112,Interna I.,1F1,akutní LP vnitřního lékařství - interny - typ F,H,201,Počet OD,258
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003112,Interna I.,1F1,akutní LP vnitřního lékařství - interny - typ F,H,111,Počet lůžek,35
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003112,Interna I.,1F1,akutní LP vnitřního lékařství - interny - typ F,H,111,Počet OD,"3,906"
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003112,Interna I.,1F1,akutní LP vnitřního lékařství - interny - typ F,,209,Počet lůžek,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003115,Nemocnice Na Františku Příspěvková ,1T1,intenzivní LP vnitřního lékařství - interny - typ T,,209,Počet lůžek,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003115,Nemocnice Na Františku Příspěvková ,1T1,intenzivní LP vnitřního lékařství - interny - typ T,H,207,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003115,Nemocnice Na Františku Příspěvková ,1T1,intenzivní LP vnitřního lékařství - interny - typ T,,213,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003115,Nemocnice Na Františku Příspěvková ,1T1,intenzivní LP vnitřního lékařství - interny - typ T,,213,Počet lůžek,6
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003115,Nemocnice Na Františku Příspěvková ,1T1,intenzivní LP vnitřního lékařství - interny - typ T,,209,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003115,Nemocnice Na Františku Příspěvková ,1T1,intenzivní LP vnitřního lékařství - interny - typ T,H,207,Počet lůžek,6
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003200,Lůžková plastická chirurgie,6F1,akutní LP plastické chirurgie - typ F,,209,Počet OD,5
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003200,Lůžková plastická chirurgie,6F1,akutní LP plastické chirurgie - typ F,,205,Počet OD,24
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003200,Lůžková plastická chirurgie,6F1,akutní LP plastické chirurgie - typ F,,201,Počet OD,41
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003200,Lůžková plastická chirurgie,6F1,akutní LP plastické chirurgie - typ F,H,207,Počet lůžek,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003200,Lůžková plastická chirurgie,6F1,akutní LP plastické chirurgie - typ F,H,207,Počet OD,97
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003200,Lůžková plastická chirurgie,6F1,akutní LP plastické chirurgie - typ F,H,111,Počet lůžek,8
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003200,Lůžková plastická chirurgie,6F1,akutní LP plastické chirurgie - typ F,H,111,Počet OD,378
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003200,Lůžková plastická chirurgie,6F1,akutní LP plastické chirurgie - typ F,,211,Počet OD,87
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003200,Lůžková plastická chirurgie,6F1,akutní LP plastické chirurgie - typ F,,211,Počet lůžek,8
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003200,Lůžková plastická chirurgie,6F1,akutní LP plastické chirurgie - typ F,,213,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003200,Lůžková plastická chirurgie,6F1,akutní LP plastické chirurgie - typ F,,213,Počet lůžek,8
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003200,Lůžková plastická chirurgie,6H1,akutní LP plastické chirurgie - typ H,H,201,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003200,Lůžková plastická chirurgie,6H1,akutní LP plastické chirurgie - typ H,H,201,Počet lůžek,8
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003200,Lůžková plastická chirurgie,6H1,akutní LP plastické chirurgie - typ H,V,205,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003200,Lůžková plastická chirurgie,6H1,akutní LP plastické chirurgie - typ H,V,205,Počet lůžek,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003310,Chirurgie I.,5H1,akutní LP chirurgie - typ H,V,205,Počet lůžek,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003310,Chirurgie I.,5F1,akutní LP chirurgie - typ F,,209,Počet OD,14
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003310,Chirurgie I.,5F1,akutní LP chirurgie - typ F,,209,Počet lůžek,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003310,Chirurgie I.,5F1,akutní LP chirurgie - typ F,,211,Počet OD,742
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003310,Chirurgie I.,5F1,akutní LP chirurgie - typ F,,211,Počet lůžek,32
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003310,Chirurgie I.,5F1,akutní LP chirurgie - typ F,,213,Počet OD,27
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003310,Chirurgie I.,5F1,akutní LP chirurgie - typ F,,213,Počet lůžek,40
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003310,Chirurgie I.,5F1,akutní LP chirurgie - typ F,,205,Počet OD,126
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003310,Chirurgie I.,5H1,akutní LP chirurgie - typ H,V,205,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003310,Chirurgie I.,5F1,akutní LP chirurgie - typ F,H,207,Počet OD,"1,128"
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003310,Chirurgie I.,5F1,akutní LP chirurgie - typ F,H,201,Počet lůžek,32
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003310,Chirurgie I.,5F1,akutní LP chirurgie - typ F,H,201,Počet OD,356
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003310,Chirurgie I.,5F1,akutní LP chirurgie - typ F,H,111,Počet lůžek,40
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003310,Chirurgie I.,5F1,akutní LP chirurgie - typ F,H,111,Počet OD,"3,216"
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003310,Chirurgie I.,5F1,akutní LP chirurgie - typ F,H,207,Počet lůžek,40
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,1T1,intenzivní LP vnitřního lékařství - interny - typ T,V,207,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,7T8,resuscitační lůžková péče - ARO - typ T,,211,Počet lůžek,13
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,7T8,resuscitační lůžková péče - ARO - typ T,,211,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,7T8,resuscitační lůžková péče - ARO - typ T,,209,Počet lůžek,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,7T8,resuscitační lůžková péče - ARO - typ T,,209,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,6T6,intenzivní LP ortopedie - typ T,,211,Počet lůžek,13
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,6T6,intenzivní LP ortopedie - typ T,,211,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,6T6,intenzivní LP ortopedie - typ T,,209,Počet lůžek,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,6T6,intenzivní LP ortopedie - typ T,,209,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,6T6,intenzivní LP ortopedie - typ T,V,207,Počet lůžek,13
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,6T6,intenzivní LP ortopedie - typ T,V,207,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,6T6,intenzivní LP ortopedie - typ T,V,111,Počet lůžek,13
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,6T6,intenzivní LP ortopedie - typ T,V,111,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,5T1,intenzivní LP chirurgie - typ T,,213,Počet lůžek,13
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,5T1,intenzivní LP chirurgie - typ T,,213,Počet OD,21
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,5T1,intenzivní LP chirurgie - typ T,,211,Počet OD,411
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,5T1,intenzivní LP chirurgie - typ T,,209,Počet lůžek,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,5T1,intenzivní LP chirurgie - typ T,,209,Počet OD,6
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,5T1,intenzivní LP chirurgie - typ T,,205,Počet OD,66
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,5T1,intenzivní LP chirurgie - typ T,H,207,Počet lůžek,13
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,5T1,intenzivní LP chirurgie - typ T,H,207,Počet OD,607
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,5T1,intenzivní LP chirurgie - typ T,H,201,Počet lůžek,13
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,5T1,intenzivní LP chirurgie - typ T,H,201,Počet OD,285
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,5T1,intenzivní LP chirurgie - typ T,H,111,Počet lůžek,13
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,5T1,intenzivní LP chirurgie - typ T,H,111,Počet OD,"1,902"
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,5I1,intenzivní LP chirurgie - typ I,V,205,Počet lůžek,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,5I1,intenzivní LP chirurgie - typ I,V,205,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,1T1,intenzivní LP vnitřního lékařství - interny - typ T,,211,Počet lůžek,13
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,1T1,intenzivní LP vnitřního lékařství - interny - typ T,,211,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,1T1,intenzivní LP vnitřního lékařství - interny - typ T,,209,Počet lůžek,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,1T1,intenzivní LP vnitřního lékařství - interny - typ T,,209,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,1T1,intenzivní LP vnitřního lékařství - interny - typ T,V,207,Počet lůžek,13
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,1T1,intenzivní LP vnitřního lékařství - interny - typ T,V,111,Počet lůžek,13
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,1T1,intenzivní LP vnitřního lékařství - interny - typ T,V,111,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003315,Multioborová jednotka intenzivní péč,5T1,intenzivní LP chirurgie - typ T,,211,Počet lůžek,13
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003326,Chirurgie - JPL,5J1,jednodenní péče na lůžku chirurgie,H,207,Počet lůžek,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003326,Chirurgie - JPL,5J1,jednodenní péče na lůžku chirurgie,H,207,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003326,Chirurgie - JPL,5J1,jednodenní péče na lůžku chirurgie,H,111,Počet lůžek,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003326,Chirurgie - JPL,5J1,jednodenní péče na lůžku chirurgie,H,111,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003330,Ortopedie a traumatologie pohyb.ústroj,6F6,akutní LP ortopedie - typ F,H,201,Počet lůžek,22
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003330,Ortopedie a traumatologie pohyb.ústroj,6F6,akutní LP ortopedie - typ F,H,201,Počet OD,425
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003330,Ortopedie a traumatologie pohyb.ústroj,6F6,akutní LP ortopedie - typ F,H,111,Počet lůžek,25
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003330,Ortopedie a traumatologie pohyb.ústroj,6F6,akutní LP ortopedie - typ F,H,111,Počet OD,"3,397"
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003330,Ortopedie a traumatologie pohyb.ústroj,6F6,akutní LP ortopedie - typ F,,209,Počet lůžek,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003330,Ortopedie a traumatologie pohyb.ústroj,6F6,akutní LP ortopedie - typ F,,211,Počet OD,797
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003330,Ortopedie a traumatologie pohyb.ústroj,6F6,akutní LP ortopedie - typ F,H,207,Počet OD,860
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003330,Ortopedie a traumatologie pohyb.ústroj,6F6,akutní LP ortopedie - typ F,H,207,Počet lůžek,22
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003330,Ortopedie a traumatologie pohyb.ústroj,6F6,akutní LP ortopedie - typ F,,205,Počet OD,173
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003330,Ortopedie a traumatologie pohyb.ústroj,6F6,akutní LP ortopedie - typ F,,209,Počet OD,45
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003330,Ortopedie a traumatologie pohyb.ústroj,6H6,akutní LP ortopedie - typ H,V,205,Počet lůžek,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003330,Ortopedie a traumatologie pohyb.ústroj,6H6,akutní LP ortopedie - typ H,V,205,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003330,Ortopedie a traumatologie pohyb.ústroj,6F6,akutní LP ortopedie - typ F,,213,Počet lůžek,25
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003330,Ortopedie a traumatologie pohyb.ústroj,6F6,akutní LP ortopedie - typ F,,213,Počet OD,8
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003330,Ortopedie a traumatologie pohyb.ústroj,6F6,akutní LP ortopedie - typ F,,211,Počet lůžek,25
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003335,Nemocnice Na Františku Příspěvková ,6T6,intenzivní LP ortopedie - typ T,H,207,Počet lůžek,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003335,Nemocnice Na Františku Příspěvková ,6T6,intenzivní LP ortopedie - typ T,H,207,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003336,Ortopedie - JPL,6J6,jednodenní péče na lůžku ortopedie,H,207,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003336,Ortopedie - JPL,6J6,jednodenní péče na lůžku ortopedie,H,201,Počet lůžek,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003336,Ortopedie - JPL,6J6,jednodenní péče na lůžku ortopedie,H,201,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003336,Ortopedie - JPL,6J6,jednodenní péče na lůžku ortopedie,H,111,Počet lůžek,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003336,Ortopedie - JPL,6J6,jednodenní péče na lůžku ortopedie,H,111,Počet OD,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003336,Ortopedie - JPL,6J6,jednodenní péče na lůžku ortopedie,H,207,Počet lůžek,x
2023,00879444,Nemocnice Na Františku,01003000,Nemocnice Na Františku,01003607,Gynekologie lůžka,6F3,akutní LP gynekologie a porodnictví - typ F,H,201,Počet lůžek,10
